wave,lumi
984.353,12.9
984.519,-60.63
984.684,32.25
984.85,-23.86
985.015,-58.69
985.181,1.29
985.346,-35.47
985.512,41.92
985.677,-35.47
985.842,5.16
986.008,-4.51
986.173,20.64
986.339,67.08
986.504,24.51
986.669,-33.54
986.835,-6.45
987,-6.45
987.165,39.99
987.33,-93.52
987.496,-37.41
987.661,-31.6
987.826,7.09
987.991,-143.83
988.156,3.22
988.321,-35.47
988.487,-62.56
988.652,30.31
988.817,74.82
988.982,-68.37
989.147,-41.28
989.312,-16.12
989.477,18.7
989.642,-18.06
989.807,34.18
989.972,-41.28
990.137,53.53
990.302,-87.72
990.467,70.95
990.632,-64.5
990.797,-21.93
990.962,-12.25
991.126,-41.28
991.291,-19.99
991.456,-18.06
991.621,7.09
991.786,101.91
991.95,-52.89
992.115,-91.59
992.28,-52.89
992.445,41.92
992.609,-12.25
992.774,53.53
992.939,-23.86
993.103,38.05
993.268,5.16
993.433,47.73
993.597,-19.99
993.762,-54.82
993.926,3.22
994.091,32.25
994.255,69.01
994.42,-29.67
994.584,-8.38
994.749,20.64
994.913,7.09
995.078,-66.43
995.242,-85.78
995.407,-23.86
995.571,-52.89
995.735,34.18
995.9,-72.24
996.064,-31.6
996.228,-93.52
996.393,10.96
996.557,-52.89
996.721,-76.11
996.885,-8.38
997.05,26.44
997.214,-52.89
997.378,-0.64
997.542,-16.12
997.706,7.09
997.871,-41.28
998.035,-0.64
998.199,10.96
998.363,-31.6
998.527,-12.25
998.691,-76.11
998.855,-54.82
999.019,20.64
999.183,-101.26
999.347,24.51
999.511,-39.34
999.675,-66.43
999.839,47.73
1000.003,3.22
1000.167,-12.25
1000.331,-27.73
1000.494,-21.93
1000.658,30.31
1000.822,12.9
1000.986,-141.9
1001.15,-45.15
1001.314,-58.69
1001.477,84.49
1001.641,-2.58
1001.805,9.03
1001.968,69.01
1002.132,16.77
1002.296,115.45
1002.459,-2.58
1002.623,-58.69
1002.787,-81.91
1002.95,-27.73
1003.114,-85.78
1003.277,16.77
1003.441,-33.54
1003.605,-14.19
1003.768,-2.58
1003.932,-16.12
1004.095,30.31
1004.259,101.91
1004.422,-19.99
1004.585,94.17
1004.749,-19.99
1004.912,10.96
1005.076,-132.22
1005.239,-37.41
1005.402,30.31
1005.566,-41.28
1005.729,39.99
1005.892,-12.25
1006.056,-101.26
1006.219,14.83
1006.382,-45.15
1006.545,41.92
1006.708,70.95
1006.872,-54.82
1007.035,-27.73
1007.198,18.7
1007.361,-6.45
1007.524,-93.52
1007.687,-58.69
1007.85,-14.19
1008.013,-130.29
1008.177,-19.99
1008.34,-8.38
1008.503,43.86
1008.666,88.36
1008.829,-62.56
1008.991,47.73
1009.154,-54.82
1009.317,-64.5
1009.48,-45.15
1009.643,-85.78
1009.806,10.96
1009.969,-70.3
1010.132,-45.15
1010.295,-4.51
1010.457,34.18
1010.62,-56.76
1010.783,-8.38
1010.946,-12.25
1011.108,16.77
1011.271,-56.76
1011.434,-25.8
1011.597,80.62
1011.759,-25.8
1011.922,-89.65
1012.084,-60.63
1012.247,-10.32
1012.41,43.86
1012.572,-45.15
1012.735,-68.37
1012.897,-23.86
1013.06,-33.54
1013.222,-56.76
1013.385,26.44
1013.547,10.96
1013.71,-43.21
1013.872,-64.5
1014.035,63.21
1014.197,39.99
1014.359,-107.07
1014.522,98.04
1014.684,-21.93
1014.847,-54.82
1015.009,41.92
1015.171,-124.48
1015.333,-41.28
1015.496,-27.73
1015.658,-8.38
1015.82,-49.02
1015.982,-89.65
1016.145,-18.06
1016.307,-76.11
1016.469,-8.38
1016.631,-29.67
1016.793,-6.45
1016.955,-68.37
1017.117,-97.39
1017.279,-50.95
1017.441,-35.47
1017.604,-31.6
1017.766,-54.82
1017.928,-21.93
1018.09,-29.67
1018.251,-49.02
1018.413,18.7
1018.575,26.44
1018.737,-35.47
1018.899,-54.82
1019.061,-33.54
1019.223,5.16
1019.385,-95.46
1019.547,-49.02
1019.708,-54.82
1019.87,-52.89
1020.032,55.47
1020.194,16.77
1020.355,20.64
1020.517,-19.99
1020.679,-0.64
1020.841,-0.64
1021.002,-23.86
1021.164,32.25
1021.326,-99.33
1021.487,-0.64
1021.649,57.4
1021.81,-109
1021.972,-31.6
1022.133,45.79
1022.295,-89.65
1022.457,9.03
1022.618,-89.65
1022.78,-27.73
1022.941,-8.38
1023.102,-2.58
1023.264,-54.82
1023.425,-14.19
1023.587,-68.37
1023.748,-27.73
1023.909,-6.45
1024.071,-8.38
1024.232,-58.69
1024.393,-85.78
1024.555,94.17
1024.716,-89.65
1024.877,-50.95
1025.038,-33.54
1025.2,-47.08
1025.361,26.44
1025.522,-64.5
1025.683,-45.15
1025.844,-29.67
1026.005,49.66
1026.167,-21.93
1026.328,-103.2
1026.489,34.18
1026.65,10.96
1026.811,-21.93
1026.972,10.96
1027.133,-76.11
1027.294,1.29
1027.455,-72.24
1027.616,-19.99
1027.777,20.64
1027.938,-58.69
1028.099,-50.95
1028.259,36.12
1028.42,1.29
1028.581,-6.45
1028.742,16.77
1028.903,-41.28
1029.064,-18.06
1029.224,41.92
1029.385,-109
1029.546,-35.47
1029.707,-72.24
1029.867,78.69
1030.028,20.64
1030.189,45.79
1030.349,-21.93
1030.51,12.9
1030.671,-8.38
1030.831,-41.28
1030.992,-12.25
1031.152,-16.12
1031.313,-83.85
1031.473,-50.95
1031.634,-25.8
1031.794,-41.28
1031.955,61.27
1032.115,-62.56
1032.276,1.29
1032.436,-52.89
1032.597,-14.19
1032.757,-0.64
1032.917,-54.82
1033.078,-97.39
1033.238,-50.95
1033.399,10.96
1033.559,-12.25
1033.719,-23.86
1033.879,-64.5
1034.04,-141.9
1034.2,-10.32
1034.36,-52.89
1034.52,-74.17
1034.68,5.16
1034.841,32.25
1035.001,-33.54
1035.161,-47.08
1035.321,-37.41
1035.481,-138.03
1035.641,-85.78
1035.801,-68.37
1035.961,-50.95
1036.121,-112.87
1036.281,3.22
1036.441,-105.13
1036.601,-47.08
1036.761,1.29
1036.921,32.25
1037.081,-18.06
1037.241,-122.55
1037.401,-27.73
1037.561,26.44
1037.721,7.09
1037.881,55.47
1038.04,-4.51
1038.2,5.16
1038.36,5.16
